Date,Account,Status
08/26/2022 05:12:46,,Jarvee 3.3.1.1 is now active
09/28/2022 06:23:36,,Jarvee 3.3.1.1 is now active
09/28/2022 06:28:36,AJ_Malaysia35,Change language to English - 'AJ_Malaysia35' - Executing using 'https://www.facebook.com/settings?tab=language&section=account&view'
09/28/2022 06:28:59,AJ_Malaysia35,Change language to English - Error executing for the 'AJ_Malaysia35' account. : code  43  - Language dropdown not found URL: https://www.facebook.com/settings?tab=language&section=account&view
09/28/2022 06:29:00,AJ_Malaysia35,Synchronizing Groups for the 'AJ_Malaysia35' account.
09/28/2022 06:31:42,AJ_Malaysia35,Finalized group synchronization for the 'AJ_Malaysia35' account.
09/28/2022 06:31:44,AJ_Malaysia35,Birthday Sync - for the 'AJ_Malaysia35' account URL: https://www.facebook.com/me
09/28/2022 06:32:25,AJ_Malaysia35,Birthday Sync - Error executing for the 'AJ_Malaysia35' account. : code  45  - Basic info tag not found URL: https://www.facebook.com/me
09/28/2022 06:32:27,AJ_Malaysia35,Checking restrictions for the 'AJ_Malaysia35' account
09/28/2022 06:32:55,AJ_Malaysia35,Checking restrictions for the 'AJ_Malaysia35' account done.
09/28/2022 06:32:57,AJ_Malaysia35,Synchronizing Number of Followers for the 'AJ_Malaysia35' account
09/28/2022 06:33:19,AJ_Malaysia35,Finalized Number of Followers synchronization for the 'AJ_Malaysia35' account.
09/28/2022 06:33:21,AJ_Malaysia35,Synchronizing Pages for the 'AJ_Malaysia35' account.
09/28/2022 06:34:21,AJ_Malaysia35,Finalized pages synchronization for the 'AJ_Malaysia35' account.
09/28/2022 06:34:52,AJ_Malaysia39,Change language to English - 'AJ_Malaysia39' - Executing using 'https://www.facebook.com/settings?tab=language&section=account&view'
09/28/2022 06:35:15,AJ_Malaysia39,Change language to English - Error executing for the 'AJ_Malaysia39' account. : code  43  - Language dropdown not found URL: https://www.facebook.com/settings?tab=language&section=account&view
09/28/2022 06:35:17,AJ_Malaysia39,Synchronizing Groups for the 'AJ_Malaysia39' account.
09/28/2022 06:37:51,AJ_Malaysia39,Finalized group synchronization for the 'AJ_Malaysia39' account.
09/28/2022 06:37:54,AJ_Malaysia39,Synchronizing Pages for the 'AJ_Malaysia39' account.
09/28/2022 06:38:52,AJ_Malaysia39,Finalized pages synchronization for the 'AJ_Malaysia39' account.
