group id,post id,post url,user id,username,comments,reactions,likes,shares,shared user id,shared username,shared post url,published time,fetched time
1255951754969820,1265391970692465,https://m.facebook.com/groups/1255951754969820/permalink/1265391970692465/,100086784129751,Aurkene Beatrisa,0,,0,0,,,,2022-12-21 21:06:25,2022-12-22 03:33:23.382063
1255951754969820,1264614397436889,https://m.facebook.com/groups/1255951754969820/permalink/1264614397436889/,100086784129751,Aurkene Beatrisa,0,,0,0,,,,2022-12-20 21:34:55,2022-12-22 03:33:25.758599
1255951754969820,1263963670835295,https://m.facebook.com/groups/1255951754969820/permalink/1263963670835295/,100086784129751,Aurkene Beatrisa,0,,0,0,,,,2022-12-20 01:41:33,2022-12-22 03:33:27.834067
1255951754969820,1263195750912087,https://m.facebook.com/groups/1255951754969820/permalink/1263195750912087/,100086784129751,Aurkene Beatrisa,0,,0,0,,,,2022-12-19 01:56:01,2022-12-22 03:33:29.039318
1255951754969820,1261827574382238,https://m.facebook.com/groups/1255951754969820/permalink/1261827574382238/,100086784129751,Aurkene Beatrisa,0,,0,0,,,,2022-12-17 06:26:11,2022-12-22 03:33:30.402625
1255951754969820,1255954678302861,https://m.facebook.com/groups/1255951754969820/permalink/1255954678302861/,100086784129751,Aurkene Beatrisa,0,,0,0,,,,2022-12-10 01:45:51,2022-12-22 03:33:31.511878
1255951754969820,1255953438302985,https://m.facebook.com/groups/1255951754969820/permalink/1255953438302985/,100086784129751,Aurkene Beatrisa,0,,0,0,,,,2022-12-10 01:43:21,2022-12-22 03:33:32.534126
1255951754969820,1255951781636484,https://m.facebook.com/groups/1255951754969820/permalink/1255951781636484/,100086784129751,Aurkene Beatrisa,0,,0,0,,,,2022-12-10 01:40:11,2022-12-22 03:33:33.586343
3441482252749475,3452574401640260,https://m.facebook.com/groups/3441482252749475/permalink/3452574401640260/,100086984642559,Simpao Barerra,0,,0,0,,,,2022-12-21 21:05:25,2022-12-22 03:53:41.063561
3441482252749475,3451681118396255,https://m.facebook.com/groups/3441482252749475/permalink/3451681118396255/,100086984642559,Simpao Barerra,0,,0,0,,,,2022-12-20 21:33:35,2022-12-22 03:53:43.590130
3441482252749475,3450892498475117,https://m.facebook.com/groups/3441482252749475/permalink/3450892498475117/,100086984642559,Simpao Barerra,0,,0,0,,,,2022-12-20 01:42:26,2022-12-22 03:53:45.527567
3441482252749475,3449991425231891,https://m.facebook.com/groups/3441482252749475/permalink/3449991425231891/,100086984642559,Simpao Barerra,0,,0,0,,,,2022-12-19 01:58:58,2022-12-22 03:53:47.394980
3441482252749475,3448394565391577,https://m.facebook.com/groups/3441482252749475/permalink/3448394565391577/,100086984642559,Simpao Barerra,0,,0,0,,,,2022-12-17 06:29:19,2022-12-22 03:53:49.528449
3441482252749475,3441483106082723,https://m.facebook.com/groups/3441482252749475/permalink/3441483106082723/,100086984642559,Simpao Barerra,0,,0,0,,,,2022-12-10 02:57:40,2022-12-22 03:53:51.532921
3441482252749475,3441482912749409,https://m.facebook.com/groups/3441482252749475/permalink/3441482912749409/,100086984642559,Simpao Barerra,0,,0,0,,,,2022-12-10 02:57:15,2022-12-22 03:53:52.517124
3441482252749475,3441482269416140,https://m.facebook.com/groups/3441482252749475/permalink/3441482269416140/,100086984642559,Simpao Barerra,0,,0,0,,,,2022-12-10 02:56:44,2022-12-22 03:53:53.611381
1888501288165628,1899361140412976,https://m.facebook.com/groups/1888501288165628/permalink/1899361140412976/,100087051780180,Gertrudis Maritza,0,,0,0,,,,2022-12-21 21:07:59,2022-12-22 04:14:00.681473
1888501288165628,1898486693833754,https://m.facebook.com/groups/1888501288165628/permalink/1898486693833754/,100087051780180,Gertrudis Maritza,0,,0,0,,,,2022-12-20 21:50:29,2022-12-22 04:14:02.644916
1888501288165628,1898479263834497,https://m.facebook.com/groups/1888501288165628/permalink/1898479263834497/,100087051780180,Gertrudis Maritza,0,,0,0,,,,2022-12-20 21:36:44,2022-12-22 04:14:04.673376
1888501288165628,1897701803912243,https://m.facebook.com/groups/1888501288165628/permalink/1897701803912243/,100087051780180,Gertrudis Maritza,0,,0,0,,,,2022-12-20 01:44:22,2022-12-22 04:14:05.784624
1888501288165628,1896793084003115,https://m.facebook.com/groups/1888501288165628/permalink/1896793084003115/,100087051780180,Gertrudis Maritza,0,,0,0,,,,2022-12-19 01:59:57,2022-12-22 04:14:07.939113
1888501288165628,1895239444158479,https://m.facebook.com/groups/1888501288165628/permalink/1895239444158479/,100087051780180,Gertrudis Maritza,0,,0,0,,,,2022-12-17 06:27:35,2022-12-22 04:14:09.783526
1888501288165628,1888508461498244,https://m.facebook.com/groups/1888501288165628/permalink/1888508461498244/,100087051780180,Gertrudis Maritza,0,,0,0,,,,2022-12-10 03:17:33,2022-12-22 04:14:11.764973
1888501288165628,1888507458165011,https://m.facebook.com/groups/1888501288165628/permalink/1888507458165011/,100087051780180,Gertrudis Maritza,0,,0,0,,,,2022-12-10 03:16:26,2022-12-22 04:14:12.834214
1888501288165628,1888501298165627,https://m.facebook.com/groups/1888501288165628/permalink/1888501298165627/,100087051780180,Gertrudis Maritza,0,,0,0,,,,2022-12-10 03:06:17,2022-12-22 04:14:13.836595
1243833589809592,1253301898862761,https://m.facebook.com/groups/1243833589809592/permalink/1253301898862761/,100086538921319,Montecillo Mary,0,,0,0,,,,2022-12-21 21:02:11,2022-12-22 04:34:22.702016
1243833589809592,1252569845602633,https://m.facebook.com/groups/1243833589809592/permalink/1252569845602633/,100086538921319,Montecillo Mary,0,,0,0,,,,2022-12-20 21:31:56,2022-12-22 04:34:23.900295
1243833589809592,1251876845671933,https://m.facebook.com/groups/1243833589809592/permalink/1251876845671933/,100086538921319,Montecillo Mary,0,,0,0,,,,2022-12-20 01:40:21,2022-12-22 04:34:25.924731
1243833589809592,1251109555748662,https://m.facebook.com/groups/1243833589809592/permalink/1251109555748662/,100086538921319,Montecillo Mary,0,,0,0,,,,2022-12-19 01:57:47,2022-12-22 04:34:28.077236
1243833589809592,1250995049093446,https://m.facebook.com/groups/1243833589809592/permalink/1250995049093446/,100075855297666,Nafisa Lawal,0,,0,0,,,,2022-12-18 21:56:33,2022-12-22 04:34:29.189487
1243833589809592,1249719429221008,https://m.facebook.com/groups/1243833589809592/permalink/1249719429221008/,100086538921319,Montecillo Mary,0,,0,0,,,,2022-12-17 06:22:52,2022-12-22 04:34:31.180915
1243833589809592,1243834869809464,https://m.facebook.com/groups/1243833589809592/permalink/1243834869809464/,100086538921319,Montecillo Mary,0,,0,0,,,,2022-12-10 03:29:39,2022-12-22 04:34:33.280389
1243833589809592,1243834583142826,https://m.facebook.com/groups/1243833589809592/permalink/1243834583142826/,100086538921319,Montecillo Mary,0,,0,0,,,,2022-12-10 03:29:06,2022-12-22 04:34:34.317643
1243833589809592,1243834296476188,https://m.facebook.com/groups/1243833589809592/permalink/1243834296476188/,100086538921319,Montecillo Mary,0,,0,0,,,,2022-12-10 03:28:36,2022-12-22 04:34:35.407868
1243833589809592,1243833603142924,https://m.facebook.com/groups/1243833589809592/permalink/1243833603142924/,100086538921319,Montecillo Mary,0,,0,0,,,,2022-12-10 03:27:28,2022-12-22 04:34:36.493116
1063867081070981,1073487280108961,https://m.facebook.com/groups/1063867081070981/permalink/1073487280108961/,100086519511874,Ivonne Brisha,0,,0,0,,,,2022-12-21 21:09:27,2022-12-22 05:04:50.814129
1063867081070981,1072751026849253,https://m.facebook.com/groups/1063867081070981/permalink/1072751026849253/,100086519511874,Ivonne Brisha,0,,0,0,,,,2022-12-20 22:10:25,2022-12-22 05:04:52.678530
1063867081070981,1072046976919658,https://m.facebook.com/groups/1063867081070981/permalink/1072046976919658/,100086519511874,Ivonne Brisha,0,,0,0,,,,2022-12-20 01:51:55,2022-12-22 05:04:54.537947
1063867081070981,1071269523664070,https://m.facebook.com/groups/1063867081070981/permalink/1071269523664070/,100086519511874,Ivonne Brisha,0,,0,0,,,,2022-12-19 02:07:04,2022-12-22 05:04:57.147557
1063867081070981,1069884257135930,https://m.facebook.com/groups/1063867081070981/permalink/1069884257135930/,100086519511874,Ivonne Brisha,0,,0,0,,,,2022-12-17 06:21:01,2022-12-22 05:04:59.092077
1063867081070981,1063868021070887,https://m.facebook.com/groups/1063867081070981/permalink/1063868021070887/,100086519511874,Ivonne Brisha,0,,0,0,,,,2022-12-10 03:45:28,2022-12-22 05:05:01.246481
1063867081070981,1063867557737600,https://m.facebook.com/groups/1063867081070981/permalink/1063867557737600/,100086519511874,Ivonne Brisha,0,,0,0,,,,2022-12-10 03:44:49,2022-12-22 05:05:02.226682
1063867081070981,1063867094404313,https://m.facebook.com/groups/1063867081070981/permalink/1063867094404313/,100086519511874,Ivonne Brisha,0,,0,0,,,,2022-12-10 03:44:01,2022-12-22 05:05:03.184918
503216328455905,510805817696956,https://m.facebook.com/groups/503216328455905/permalink/510805817696956/,100086920505855,Sanqui Macatangay,0,,0,0,,,,2022-12-21 21:10:34,2022-12-22 05:25:11.335267
503216328455905,510125651098306,https://m.facebook.com/groups/503216328455905/permalink/510125651098306/,100086920505855,Sanqui Macatangay,0,,0,0,,,,2022-12-20 22:00:41,2022-12-22 05:25:13.217692
